"Series Code","Topic","Indicator Name","Short definition","Long definition","Unit of measure","Periodicity","Base Period","Other notes","Aggregation method","Limitations and exceptions","Notes from original source","General comments","Source","Statistical concept and methodology","Development relevance","Related source links","Other web links","Related indicators","License Type",
"IC.REG.PRRT.LAND.DISP.XD.08.DB1619","","Registering property: Land dispute resolution index (0-8) (DB16-19 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/registering-property","","","",
"IC.REG.PRRT.LNDADM.GEN.XD.030.DB1719.DFRN","","Registering property: Quality of land administration index with Gender (0-30) (DB17-19 methodology) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/registering-property","","","",
"IC.REG.PRRT.PROC.NO","","Registering property: Procedures (number)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/registering-property","","","",
"IC.REG.PRRT.PROC.NO.DFRN","","Registering property: Procedures (number) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/registering-property","","","",
"IC.REG.PRRT.QUAL.LNDADM.XD.030.DB16","","Registering property: Quality of land administration index (0-30) (DB16 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/registering-property","","","",
"IC.REG.PRRT.QUAL.LNDADM.XD.030.DB16.DFRN","","Registering property: Quality of land administration index (0-30) (DB16 methodology) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/registering-property","","","",
"IC.REG.PRRT.QUAL.LNDADM.XD.030.DB1719","","Registering property: Quality of land administration index (0-30) (DB17-19 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/registering-property","","","",
"IC.REG.PRRT.REG.RK.DB19","","Rank: Registering property (1=most business-friendly regulations)  (DB19 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/registering-property","","","",
"IC.REG.PRRT.RELI.INFR.XD.09.DB1619","","Registering property: Reliability of infrastructure index (0-8) (DB16-19 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/registering-property","","","",
"IC.REG.PRRT.TRAP.INFO.XD.06.DB1619","","Registering property: Transparency of information index (0-6) (DB16-19 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/registering-property","","","",
"IC.REG.STRT.BUS.DFRN","","Starting a business - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/starting-a-business","","","",
"IC.REG.STRT.BUS.RK.DB19","","Rank: Starting a business (DB19 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/starting-a-business","","","",
"OTHR.TAX.PAID.ZS","","Other taxes (% of profits)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/paying-taxes","","","",
"PAY.TAX.COIT.AU.HRS.DB1719","","Paying taxes: Time to comply with corporate income tax correction (hours) (DB17-19 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/paying-taxes","","","",
"PAY.TAX.COIT.AU.HRS.TM.DB1719.DFRN","","Paying taxes: Time to comply with corporate income tax correction (hours) (DB17-19 methodology) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/paying-taxes","","","",
"PAY.TAX.COIT.AU.WKS.DB1719","","Paying taxes: Time to complete a corporate income tax correction (weeks) (DB17-19 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/paying-taxes","","","",
"PAY.TAX.COIT.WKS.TM.DB1719.DFRN","","Paying taxes: Time to complete a corporate income tax correction (weeks) (DB17-19 methodology) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/paying-taxes","","","",
"PAY.TAX.DB0616.DFRN","","Paying taxes (DB06-16 methodology) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/paying-taxes","","","",
"PAY.TAX.DB1719.DRFN","","Paying taxes (DB17-19 methodology) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/paying-taxes","","","",
"PAY.TAX.LABR.TAX.CONTR.ZS","","Paying taxes: Labor tax and contributions (% of commercial profits)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/paying-taxes","","","",
"PAY.TAX.POST.FIL.XD.0100.DB1719.DFRN","","Paying taxes: Postfiling index (0-100) (DB17-19 methodology) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/paying-taxes","","","",
"PAY.TAX.PRFT.CP.ZS","","Paying taxes: Profit tax (% of profits)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/paying-taxes","","","",
"PAY.TAX.PYMT.FREQ.NO","","Paying taxes: Payments (number per year)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/paying-taxes","","","",
"PAY.TAX.PYMT.NO.DFRN","","Paying taxes: Tax payments per year (number) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/paying-taxes","","","",
"PAY.TAX.RK.DB19","","Rank: Paying taxes (1=most business-friendly regulations) (DB19 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/paying-taxes","","","",
"PAY.TAX.TM","","Paying taxes: Time (hours per year)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/paying-taxes","","","",
"PAY.TAX.TM.DFRN","","Paying taxes: Time (hours per year) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/paying-taxes","","","",
"PAY.TAX.TOT.TAX.RT.ZS","","Paying taxes: Total tax rate (% of profit)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/paying-taxes","","","",
"PAY.TAX.TOT.TAX.RT.ZS.DRFRN","","Paying taxes: Total tax rate (% of profit) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/paying-taxes","","","",
"PAY.TAX.VAT.REF.OBT.WKS.TM.DB1719","","Paying taxes: Time to obtain VAT refund (weeks) (DB17-19 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/paying-taxes","","","",
"PAY.TAX.VAT.REF.OBT.WKS.TM.DB1719.DFRN","","Paying taxes: Time to obtain VAT refund (weeks) (DB17-19 methodology) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/paying-taxes","","","",
"PAY.TAX.VAT.REFU.COMP.HRS.TM.DB1719","","Paying taxes: Time to comply with VAT refund (hours) (DB17-19 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/paying-taxes","","","",
"PAY.TAX.VAT.REFU.COMP.HRS.TM.DB1719.DFRN","","Paying taxes: Time to comply with VAT refund (hours) (DB17-19 methodology) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/paying-taxes","","","",
"PROT.MINOR.INV.DFRN.DB0614","","Protecting minority investors (DB06-14 methodology) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/protecting-minority-investors","","","",
"PROT.MINOR.INV.DFRN.DB1519","","Protecting minority investors (DB15-19 methodology) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/protecting-minority-investors","","","",
"PROT.MINOR.INV.EASE.SHARE.LGL.XD.010.DB0614","","Protecting minority investors: Ease of shareholder suits index (0-10) (DB06-14 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/protecting-minority-investors","","","",
"PROT.MINOR.INV.EASE.SHARE.LGL.XD.010.DB1519","","Protecting minority investors: Ease of shareholder suits index (0-10) (DB15-19 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/protecting-minority-investors","","","",
"PROT.MINOR.INV.EASE.SSI.XD.0010.DB0614.DFRN","","Protecting minority investors: Ease of shareholder suits index (0-10) (DB06-14 methodology) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/protecting-minority-investors","","","",
"PROT.MINOR.INV.EASE.SSI.XD.0010.DB1519.DFRN","","Protecting minority investors: Ease of shareholder suits index (0-10) (DB15-19 methodology) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/protecting-minority-investors","","","",
"PROT.MINOR.INV.EXT.BUS.DISC.010.XD","","Protecting minority investors: Extent of disclosure index (0-10)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/protecting-minority-investors","","","",
"PROT.MINOR.INV.EXT.CONFL.INTER.XD.010.DB1519","","Protecting minority investors: Extent of conflict of interest regulation index (0-10) (DB15-19 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/protecting-minority-investors","","","",
"PROT.MINOR.INV.EXT.CORP.TRANP.XD.0010.DB1519","","Protecting minority investors: Extent of corporate transparency index (0-10) (DB15-19 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/protecting-minority-investors","","","",
"PROT.MINOR.INV.EXT.CORP.TRANS.XD.010.DB1519.DFRN","","Protecting minority investors: Extent of corporate transparency index (0-10) (DB15-19 methodology) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/protecting-minority-investors","","","",
"PROT.MINOR.INV.EXT.DIR.LBL.010.XD.DFRN","","Protecting minority investors: Extent of director liability index (0-10) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/protecting-minority-investors","","","",
"PROT.MINOR.INV.EXT.DISC.010.XD.DFRN","","Protecting minority investors: Extent of disclosure index (0-10) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/protecting-minority-investors","","","",
"PROT.MINOR.INV.EXT.OWNR.CONT.XD.0100.DB1519","","Protecting minority investors: Extent of ownership and control index (0-10) (DB15-19 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/protecting-minority-investors","","","",
"PROT.MINOR.INV.EXT.OWNR.CONTL.010.XD.DFRN","","Protecting minority investors: Extent of ownership and control index (0-10) (DB15-19 methodology) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/protecting-minority-investors","","","",
"PROT.MINOR.INV.EXT.SHARE.GOV.XD.010.DB1519","","Protecting minority investors: Extent of shareholder governance index (0-10) (DB15-19 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/protecting-minority-investors","","","",
"PROT.MINOR.INV.EXT.SHARE.RTS.XD.010.DB1519","","Protecting minority investors: Extent of shareholder rights index (0-10) (DB15-19 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/protecting-minority-investors","","","",
"PROT.MINOR.INV.EXT.SHRHLD.RGT.XD.0010.DB1519.DRFN","","Protecting minority investors: Extent of shareholder rights index (0-10) (DB15-19 methodology) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/protecting-minority-investors","","","",
"PROT.MINOR.INV.IC.PRIN.EXT.DIR.LGL.010.XD","","Protecting minority investors: Extent of director liability index (0-10)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/protecting-minority-investors","","","",
"PROT.MINOR.INV.IC.PRIN.MINOR.RK","","Rank: Protecting minority investors (1=most business-friendly regulations)  (DB19 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/protecting-minority-investors","","","",
"PROT.MINOR.INV.STRENG.INV.PROT.XD.010.DB0614","","Protecting minority investors: Strength of investor protection index (0-10) (DB06-14 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/protecting-minority-investors","","","",
"PROT.MINOR.INV.STRENG.MIN.INV.PROT.XD.010.DB0614","","Protecting minority investors: Strength of minority investor protection index (0-10) (DB15-19 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/protecting-minority-investors","","","",
"RESLV.ISV.COPR.03.XD.DB1519","","Resolving insolvency: Commencement of proceedings index (0-3) (DB15-19 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/resolving-insolvency","","","",
"RESLV.ISV.COST.ZS","","Resolving insolvency: Cost (% of estate)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/resolving-insolvency","","","",
"RESLV.ISV.CPI.04.XD.DB1519","","Resolving insolvency: Creditor participation index (0-4) (DB15-19 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/resolving-insolvency","","","",
"RESLV.ISV.DB0414.DFRN","","Resolving insolvency (DB04-14 methodology) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/resolving-insolvency","","","",
"RESLV.ISV.DB1519.DFRN","","Resolving insolvency (DB15-19 methodology) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/resolving-insolvency","","","",
"RESLV.ISV.DFRN.RCOV.RT","","Resolving insolvency: Recovery rate (cents on the dollar) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/resolving-insolvency","","","",
"RESLV.ISV.DURS.YR","","Resolving insolvency: Time (years)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/resolving-insolvency","","","",
"RESLV.ISV.MGDA.XD.DB1519","","Resolving insolvency: Management of debtor's assets index (0-6) (DB15-19 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/resolving-insolvency","","","",
"RESLV.ISV.OTCM","","Resolving insolvency: Outcome (0 as piecemeal sale and 1 as going concern)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/resolving-insolvency","","","",
"RESLV.ISV.RCOV.RT","","Resolving insolvency: Recovery rate (cents on the dollar)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/resolving-insolvency","","","",
"RESLV.ISV.RCOV.RT.016.DB1519.DFRN","","Resolving insolvency: Strength of insolvency framework index (0-16) (DB15-19 methodology) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/resolving-insolvency","","","",
"RESLV.ISV.RK.DB19","","Rank: Resolving insolvency  (DB19 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/resolving-insolvency","","","",
"RESLV.ISV.ROPC.03.XD.DB1519","","Reorganization proceedings index (0-3) (DB15-19 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/resolving-insolvency","","","",
"RESLV.ISV.SOIF.06.DB1519","","Resolving insolvency: Strength of insolvency framework index (0-16) (DB15-19 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/resolving-insolvency","","","",
"TRD.ACRS.BRDR.DB0615.DFRN","","Trading across borders (DB06-15 methodology) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/trading-across-borders","","","",
"TRD.ACRS.BRDR.DB1619.DFRN","","Trading across borders (DB16-19 methodology) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/trading-across-borders","","","",
"TRD.ACRS.BRDR.DOC.COMP.HR.DB1619","","Time to export: Documentary compliance (hours) (DB16-19 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/trading-across-borders","","","",
"TRD.ACRS.BRDR.DOCS.EXPT.NO.DB0615","","Trading across borders: Documents to export (number) (DB06-15 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/trading-across-borders","","","",
"TRD.ACRS.BRDR.DOCS.EXPT.NO.DB0615.DFRN","","Trading across borders: Documents to export (number) (DB06-15 methodology) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/trading-across-borders","","","",
"TRD.ACRS.BRDR.DOCS.IMP.NO.DB0615","","Trading across borders: Documents to import (number) (DB06-15 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/trading-across-borders","","","",
"TRD.ACRS.BRDR.DOCS.IMP.NO.DB0615.DFRN","","Trading across borders: Documents to import (number) (DB06-15 methodology) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/trading-across-borders","","","",
"TRD.ACRS.BRDR.EXPT.BRDR.COMP.HR.DB1619","","Time to export: Border compliance (hours) (DB16-19 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/trading-across-borders","","","",
"TRD.ACRS.BRDR.EXPT.COST.BRDR.COMP.CD.DB1619","","Trading across borders: Cost to export: Border compliance (USD) (DB16-19 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/trading-across-borders","","","",
"TRD.ACRS.BRDR.EXPT.COST.BRDR.COMP.CD.DB1619.DFRN","","Trading across borders: Cost to export: Border compliance (USD) (DB16-19 methodology) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/trading-across-borders","","","",
"TRD.ACRS.BRDR.EXPT.COST.CD.DB0615","","Trading across borders: Cost to export (US$ per container deflated) (DB06-15 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/trading-across-borders","","","",
"TRD.ACRS.BRDR.EXPT.COST.CD.DB0615.DFRN","","Trading across borders: Cost to export (US$ per container) (DB06-15 methodology) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/trading-across-borders","","","",
"TRD.ACRS.BRDR.EXPT.COST.DOC.COMP.CD.DB1619","","Trading across borders: Cost to export: Documentary compliance (USD) (DB16-19 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/trading-across-borders","","","",
"TRD.ACRS.BRDR.EXPT.COST.DOC.COMP.CD.DB1619.DFRN","","Trading across borders: Cost to export: Documentary compliance (USD) (DB16-19 methodology) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/trading-across-borders","","","",
"TRD.ACRS.BRDR.EXPT.DURS.DY.DB0615","","Time to export (days) (DB06-15 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/trading-across-borders","","","",
"TRD.ACRS.BRDR.EXPT.TM.BRDR.COMP.HR.DB1619.DFRN","","Trading across borders: Time to export: Border compliance (hours) (DB16-19 methodology) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/trading-across-borders","","","",
"TRD.ACRS.BRDR.EXPT.TM.DOC.COMP.HR.DB1619.DFRN","","Trading across borders: Time to export: Documentary compliance (hours) (DB16-19 methodology) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/trading-across-borders","","","",
"TRD.ACRS.BRDR.EXPT.TM.DY.DB0615.DFRN","","Trading across borders: Time to export (days) (DB06-15 methodology) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/trading-across-borders","","","",
"TRD.ACRS.BRDR.IMP.BRDR.COMP.HR.DB1619","","Time to import: Border compliance (hours) (DB16-19 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/trading-across-borders","","","",
"TRD.ACRS.BRDR.IMP.COST.BRDR.COMP.CD.DB1619","","Trading across borders: Cost to import: Border compliance (USD) (DB16-19 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/trading-across-borders","","","",
"TRD.ACRS.BRDR.IMP.COST.BRDR.COMP.CD.DB1619.DFRN","","Trading across borders: Cost to import: Border compliance (USD) (DB16-19 methodology) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/trading-across-borders","","","",
"TRD.ACRS.BRDR.IMP.COST.CD.DB0615","","Trading across borders: Cost to import (US$ per container deflated)(DB06-15 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/trading-across-borders","","","",
"TRD.ACRS.BRDR.IMP.COST.CD.DB0615.DFRN","","Trading across borders: Cost to import (US$ per container)(DB06-15 methodology) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/trading-across-borders","","","",
"TRD.ACRS.BRDR.IMP.COST.DOC.COMP.CD.DB1619","","Trading across borders: Cost to import: Documentary compliance (USD) (DB16-19 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/trading-across-borders","","","",
"TRD.ACRS.BRDR.IMP.COST.DOC.COMP.CD.DB1619.DFRN","","Trading across borders: Cost to import: Documentary compliance (USD) (DB16-19 methodology) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/trading-across-borders","","","",
"TRD.ACRS.BRDR.IMP.DOC.COMP.HR.DB1619","","Time to import: Documentary compliance (hours) (DB16-19 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/trading-across-borders","","","",
"TRD.ACRS.BRDR.IMP.DURS.DY.DB0615","","Time to import (days) (DB06-15 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/trading-across-borders","","","",
"TRD.ACRS.BRDR.IMP.TM.BRDR.COMP.HR.DB1619.DFRN","","Trading across borders: Time to import: Border compliance (hours) (DB16-19 methodology) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/trading-across-borders","","","",
"TRD.ACRS.BRDR.IMP.TM.DOC.COMP.HR.DB1619.DFRN","","Trading across borders: Time to import: Documentary compliance (hours) (DB16-19 methodology) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/trading-across-borders","","","",
"TRD.ACRS.BRDR.IMP.TM.DY.DB0615.DFRN","","Trading across borders: Time to import (days) (DB06-15 methodology) - Score","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/trading-across-borders","","","",
"TRD.ACRS.BRDR.RK.DB19","","Rank: Trading across borders (1=most business-friendly regulations) (DB19 methodology)","","","","","","","","","","","","","","http://www.doingbusiness.org/en/data/exploretopics/trading-across-borders","","","",
